Point,Corner,mul_cap,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,nf_Mn_drive_values,nf_Mn_tail1_values,nf_Mn_tail2_values,nf_Mp_stg2_values,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
11.02e3,nom,10,44,26,140,400,44,26,140,400,pass,4.114e-9,5.869e-9,24.25e-6,67.22,383e6,7.142e6,385.6e6,2.415e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,373.7e6
11.02e3,nom,10,44,26,140,500,44,26,140,500,pass,4.151e-9,5.834e-9,22.93e-6,65.96,355.7e6,6.562e6,360.2e6,2.415e-3,48.93,2,2,2,2,2,2,2,1,2,2,2,2,352.6e6
11.03e3,nom,10,44,26,140,600,44,26,140,600,pass,4.183e-9,5.81e-9,21.89e-6,64.99,331.8e6,6.102e6,334.7e6,2.415e-3,49.02,2,2,2,2,2,2,2,1,2,2,2,2,335.3e6
11.03e3,nom,10,44,26,140,700,44,26,140,700,pass,4.212e-9,5.791e-9,20.96e-6,64.17,310.8e6,5.737e6,311.8e6,2.415e-3,49.07,2,2,2,2,2,2,2,1,2,2,2,2,312.4e6
11.03e3,nom,10,44,26,140,800,44,26,140,800,pass,4.236e-9,5.778e-9,20.27e-6,63.23,290.5e6,5.41e6,293.8e6,2.415e-3,49.11,2,2,2,2,2,2,2,1,2,2,2,2,298.1e6
11.03e3,nom,10,44,26,140,900,44,26,140,900,pass,4.258e-9,5.769e-9,19.67e-6,62.83,274.6e6,5.097e6,278e6,2.415e-3,49.13,2,2,2,2,2,2,2,1,2,2,2,2,271.6e6
11.03e3,nom,10,44,26,140,1e3,44,26,140,1e3,pass,4.277e-9,5.761e-9,19.14e-6,62.52,260.4e6,4.845e6,262.3e6,2.415e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,270e6
11.03e3,nom,10,44,26,180,100,44,26,180,100,near,3.921e-9,6.325e-9,35.15e-6,87.28,608.9e6,11.13e6,612.7e6,3.002e-3,45.48,2,2,2,2,2,2,2,1,1,2,2,2,409.1e6
11.03e3,nom,10,44,26,180,200,44,26,180,200,pass,3.977e-9,6.099e-9,30.57e-6,79.23,492.9e6,8.947e6,494.5e6,3.004e-3,47.55,2,2,2,2,2,2,2,1,2,2,2,2,417.4e6
11.03e3,nom,10,44,26,180,300,44,26,180,300,pass,4.03e-9,5.99e-9,27.87e-6,73.23,417.3e6,7.849e6,421.1e6,3.004e-3,48.24,2,2,2,2,2,2,2,1,2,2,2,2,393.1e6
11.03e3,nom,10,44,26,180,400,44,26,180,400,pass,4.074e-9,5.923e-9,25.99e-6,71.77,387.9e6,7.125e6,389.7e6,3.004e-3,48.58,2,2,2,2,2,2,2,1,2,2,2,2,369.4e6
11.04e3,nom,10,44,26,180,500,44,26,180,500,pass,4.114e-9,5.874e-9,24.41e-6,69.41,354.4e6,6.559e6,359e6,3.004e-3,48.77,2,2,2,2,2,2,2,1,2,2,2,2,342.6e6
11.04e3,nom,10,44,26,180,600,44,26,180,600,pass,4.145e-9,5.844e-9,23.33e-6,68.8,332.2e6,6.078e6,335.2e6,3.004e-3,48.89,2,2,2,2,2,2,2,1,2,2,2,2,327.2e6
11.04e3,nom,10,44,26,180,700,44,26,180,700,pass,4.172e-9,5.823e-9,22.44e-6,67.65,309.6e6,5.713e6,310.8e6,3.004e-3,48.98,2,2,2,2,2,2,2,1,2,2,2,2,309.5e6
11.04e3,nom,10,44,26,180,800,44,26,180,800,pass,4.196e-9,5.806e-9,21.69e-6,67.34,292.4e6,5.36e6,295.6e6,3.004e-3,49.04,2,2,2,2,2,2,2,1,2,2,2,2,288.5e6
11.04e3,nom,10,44,26,180,900,44,26,180,900,pass,4.22e-9,5.791e-9,20.96e-6,67,276.9e6,5.041e6,280.4e6,3.004e-3,49.07,2,2,2,2,2,2,2,1,2,2,2,2,263.8e6
11.04e3,nom,10,44,26,180,1e3,44,26,180,1e3,pass,4.239e-9,5.781e-9,20.41e-6,66.43,261.9e6,4.805e6,264e6,3.004e-3,49.1,2,2,2,2,2,2,2,1,2,2,2,2,259.7e6
11.04e3,nom,10,44,26,220,100,44,26,220,100,near,3.958e-9,6.532e-9,37.53e-6,88.93,663.8e6,11.42e6,667.8e6,3.592e-3,44.33,2,2,2,2,2,2,2,1,1,2,2,2,371.4e6
11.04e3,nom,10,44,26,220,200,44,26,220,200,near,3.952e-9,6.172e-9,32.15e-6,78.47,447.3e6,9.122e6,453.2e6,3.591e-3,47.09,2,2,2,2,2,2,2,1,1,2,2,2,410.2e6
11.04e3,nom,10,44,26,220,300,44,26,220,300,pass,4.004e-9,6.045e-9,29.27e-6,76.48,418.9e6,7.887e6,423e6,3.593e-3,47.93,2,2,2,2,2,2,2,1,2,2,2,2,382.7e6
11.04e3,nom,10,44,26,220,400,44,26,220,400,pass,4.047e-9,5.968e-9,27.27e-6,73.22,379.2e6,7.17e6,382.3e6,3.593e-3,48.35,2,2,2,2,2,2,2,1,2,2,2,2,360.4e6
11.04e3,nom,10,44,26,220,500,44,26,220,500,pass,4.083e-9,5.916e-9,25.77e-6,72.69,355.6e6,6.533e6,360.2e6,3.593e-3,48.6,2,2,2,2,2,2,2,1,2,2,2,2,333.2e6
11.05e3,nom,10,44,26,220,600,44,26,220,600,pass,4.114e-9,5.879e-9,24.59e-6,71.15,329.6e6,6.072e6,332.3e6,3.593e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,318.8e6
11.05e3,nom,10,44,26,220,700,44,26,220,700,pass,4.142e-9,5.852e-9,23.62e-6,70.9,310.8e6,5.673e6,311.8e6,3.593e-3,48.86,2,2,2,2,2,2,2,1,2,2,2,2,301.4e6
11.05e3,nom,10,44,26,220,800,44,26,220,800,pass,4.166e-9,5.831e-9,22.8e-6,70.01,291.7e6,5.335e6,295e6,3.593e-3,48.94,2,2,2,2,2,2,2,1,2,2,2,2,283.3e6
11.05e3,nom,10,44,26,220,900,44,26,220,900,pass,4.188e-9,5.815e-9,22.11e-6,69.87,276.7e6,5.004e6,280.2e6,3.593e-3,49,2,2,2,2,2,2,2,1,2,2,2,2,270.9e6
11.05e3,nom,10,44,26,220,1e3,44,26,220,1e3,pass,4.207e-9,5.802e-9,21.5e-6,69.32,262e6,4.771e6,264.2e6,3.593e-3,49.04,2,2,2,2,2,2,2,1,2,2,2,2,248.9e6
11.05e3,nom,10,44,26,260,100,44,26,260,100,near,3.947e-9,6.509e-9,37.67e-6,80.88,831.5e6,11.99e6,832.8e6,4.181e-3,43.5,2,2,2,2,2,2,2,1,1,2,2,2,317.6e6
11.05e3,nom,10,44,26,260,200,44,26,260,200,near,3.943e-9,6.202e-9,32.83e-6,80.71,447.3e6,9.288e6,453.3e6,4.181e-3,46.64,2,2,2,2,2,2,2,1,1,2,2,2,400.5e6
11.05e3,nom,10,44,26,260,300,44,26,260,300,pass,3.989e-9,6.08e-9,30.13e-6,78.99,421.2e6,7.95e6,425.6e6,4.182e-3,47.62,2,2,2,2,2,2,2,1,2,2,2,2,373.9e6
11.05e3,nom,10,44,26,260,400,44,26,260,400,pass,4.028e-9,6.002e-9,28.21e-6,75.55,378.7e6,7.192e6,381.9e6,4.182e-3,48.12,2,2,2,2,2,2,2,1,2,2,2,2,351.5e6
11.06e3,nom,10,44,26,260,500,44,26,260,500,pass,4.062e-9,5.948e-9,26.74e-6,73.64,349.7e6,6.574e6,354.2e6,4.182e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,332.2e6
11.06e3,nom,10,44,26,260,600,44,26,260,600,pass,4.092e-9,5.909e-9,25.56e-6,73.59,329.3e6,6.056e6,332e6,4.182e-3,48.61,2,2,2,2,2,2,2,1,2,2,2,2,310.4e6
11.06e3,nom,10,44,26,260,700,44,26,260,700,pass,4.118e-9,5.88e-9,24.59e-6,72.52,308e6,5.674e6,309.5e6,4.182e-3,48.74,2,2,2,2,2,2,2,1,2,2,2,2,294.7e6
11.06e3,nom,10,44,26,260,800,44,26,260,800,pass,4.141e-9,5.856e-9,23.77e-6,72.5,291.6e6,5.299e6,295e6,4.182e-3,48.84,2,2,2,2,2,2,2,1,2,2,2,2,276.2e6
11.06e3,nom,10,44,26,260,900,44,26,260,900,pass,4.162e-9,5.838e-9,23.06e-6,71.83,275.3e6,4.988e6,278.8e6,4.182e-3,48.91,2,2,2,2,2,2,2,1,2,2,2,2,262.5e6
11.06e3,nom,10,44,26,260,1e3,44,26,260,1e3,pass,4.181e-9,5.823e-9,22.44e-6,71.34,261.1e6,4.751e6,263.1e6,4.182e-3,48.97,2,2,2,2,2,2,2,1,2,2,2,2,252.4e6
11.06e3,nom,10,44,20,20,100,44,20,20,100,pass,4.69e-9,6.18e-9,22.16e-6,48.73,436e6,7.327e6,440.2e6,568.3e-6,49.47,2,2,2,2,2,2,2,1,2,2,2,2,391e6
11.06e3,nom,10,44,20,20,200,44,20,20,200,near,4.829e-9,6.147e-9,18.4e-6,40.89,339.4e6,6.679e6,343e6,568.6e-6,49.55,2,2,2,2,2,2,2,1,2,2,2,2,373.5e6
11.06e3,nom,10,44,20,20,300,44,20,20,300,fail,4.908e-9,6.146e-9,16.5e-6,36.5,289.3e6,6.172e6,292.6e6,568.7e-6,49.49,2,2,2,2,2,2,2,1,2,2,2,2,346.7e6
11.06e3,nom,10,44,20,20,400,44,20,20,400,fail,4.962e-9,6.152e-9,15.28e-6,33.79,255.4e6,5.782e6,256.4e6,568.7e-6,49.41,2,2,2,2,2,2,2,1,2,2,2,2,336.3e6
11.06e3,nom,10,44,20,20,500,44,20,20,500,fail,5.003e-9,6.157e-9,14.41e-6,31.96,229.9e6,5.424e6,232.7e6,568.8e-6,49.33,2,2,2,2,2,2,2,1,2,2,2,2,314.8e6
11.07e3,nom,10,44,20,20,600,44,20,20,600,fail,5.035e-9,6.163e-9,13.74e-6,30.65,209.8e6,5.092e6,212e6,568.8e-6,49.25,2,2,2,2,2,2,2,1,2,2,2,2,287e6
11.07e3,nom,10,44,20,20,700,44,20,20,700,fail,5.061e-9,6.168e-9,13.21e-6,29.68,193.5e6,4.826e6,194.6e6,568.9e-6,49.18,2,2,2,2,2,2,2,1,2,2,2,2,274.3e6
11.07e3,nom,10,44,20,20,800,44,20,20,800,fail,5.084e-9,6.173e-9,12.77e-6,28.93,179.7e6,4.592e6,182.2e6,568.9e-6,49.11,2,2,2,2,2,2,2,1,2,2,2,2,260.7e6
11.07e3,nom,10,44,20,20,900,44,20,20,900,fail,5.103e-9,6.177e-9,12.4e-6,28.34,168e6,4.371e6,170e6,568.9e-6,49.05,2,2,2,2,2,2,2,1,2,2,2,2,244.2e6
11.07e3,nom,10,44,20,20,1e3,44,20,20,1e3,fail,5.121e-9,6.181e-9,12.09e-6,27.87,157.9e6,4.162e6,158e6,568.9e-6,48.99,2,2,2,2,2,2,2,1,2,2,2,2,228.8e6
11.07e3,nom,10,44,20,60,100,44,20,60,100,pass,4.483e-9,6.372e-9,29.65e-6,73.66,451.2e6,7.784e6,456.9e6,1.156e-3,48.6,2,2,2,2,2,2,2,1,2,2,2,2,379.2e6
11.07e3,nom,10,44,20,60,200,44,20,60,200,pass,4.612e-9,6.226e-9,24.72e-6,65.15,391.7e6,6.821e6,392.8e6,1.156e-3,49.28,2,2,2,2,2,2,2,1,2,2,2,2,358.3e6
11.07e3,nom,10,44,20,60,300,44,20,60,300,pass,4.697e-9,6.178e-9,22.16e-6,60.66,348.9e6,6.174e6,353.2e6,1.156e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,333.1e6
11.07e3,nom,10,44,20,60,400,44,20,60,400,pass,4.755e-9,6.159e-9,20.57e-6,57.57,310.8e6,5.717e6,311.7e6,1.156e-3,49.54,2,2,2,2,2,2,2,1,2,2,2,2,306.9e6
11.08e3,nom,10,44,20,60,500,44,20,60,500,pass,4.805e-9,6.15e-9,19.34e-6,55.73,285.7e6,5.313e6,289.2e6,1.157e-3,49.55,2,2,2,2,2,2,2,1,2,2,2,2,275.7e6
11.08e3,nom,10,44,20,60,600,44,20,60,600,pass,4.845e-9,6.146e-9,18.4e-6,54.4,264.6e6,4.961e6,267.1e6,1.157e-3,49.55,2,2,2,2,2,2,2,1,2,2,2,2,270.5e6
11.08e3,nom,10,44,20,60,700,44,20,60,700,pass,4.878e-9,6.144e-9,17.68e-6,53.31,245.4e6,4.693e6,246.4e6,1.157e-3,49.54,2,2,2,2,2,2,2,1,2,2,2,2,256.1e6
11.08e3,nom,10,44,20,60,800,44,20,60,800,pass,4.908e-9,6.145e-9,17.04e-6,52.56,230.1e6,4.443e6,232.7e6,1.157e-3,49.51,2,2,2,2,2,2,2,1,2,2,2,2,244.2e6
11.08e3,nom,10,44,20,60,900,44,20,60,900,pass,4.934e-9,6.146e-9,16.5e-6,51.97,216.7e6,4.211e6,219.3e6,1.157e-3,49.49,2,2,2,2,2,2,2,1,2,2,2,2,229.8e6
11.08e3,nom,10,44,20,60,1e3,44,20,60,1e3,pass,4.957e-9,6.147e-9,16.06e-6,51.46,204.4e6,3.994e6,205.5e6,1.157e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,212.6e6
11.08e3,nom,10,44,20,100,100,44,20,100,100,pass,4.416e-9,6.506e-9,33.03e-6,82.32,559.1e6,8.18e6,564.8e6,1.745e-3,47.65,2,2,2,2,2,2,2,1,2,2,2,2,349.5e6
11.08e3,nom,10,44,20,100,200,44,20,100,200,pass,4.523e-9,6.318e-9,28.09e-6,74.46,403.9e6,6.939e6,405.2e6,1.745e-3,48.82,2,2,2,2,2,2,2,1,2,2,2,2,337.9e6
11.08e3,nom,10,44,20,100,300,44,20,100,300,pass,4.6e-9,6.241e-9,25.34e-6,69.81,355.7e6,6.192e6,360.2e6,1.745e-3,49.2,2,2,2,2,2,2,2,1,2,2,2,2,320.6e6
11.08e3,nom,10,44,20,100,400,44,20,100,400,pass,4.659e-9,6.201e-9,23.51e-6,67.07,322.5e6,5.689e6,323.9e6,1.745e-3,49.37,2,2,2,2,2,2,2,1,2,2,2,2,297.3e6
11.08e3,nom,10,44,20,100,500,44,20,100,500,pass,4.707e-9,6.178e-9,22.16e-6,65.26,296.4e6,5.256e6,299.3e6,1.745e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,274.4e6
11.09e3,nom,10,44,20,100,600,44,20,100,600,pass,4.748e-9,6.165e-9,21.1e-6,63.98,274.9e6,4.898e6,278.3e6,1.745e-3,49.51,2,2,2,2,2,2,2,1,2,2,2,2,261.5e6
11.09e3,nom,10,44,20,100,700,44,20,100,700,pass,4.783e-9,6.156e-9,20.25e-6,63.03,256.7e6,4.615e6,257.9e6,1.745e-3,49.54,2,2,2,2,2,2,2,1,2,2,2,2,243.9e6
11.09e3,nom,10,44,20,100,800,44,20,100,800,pass,4.814e-9,6.151e-9,19.54e-6,62.31,241e6,4.356e6,242.7e6,1.745e-3,49.55,2,2,2,2,2,2,2,1,2,2,2,2,233.3e6
11.09e3,nom,10,44,20,100,900,44,20,100,900,pass,4.842e-9,6.148e-9,18.93e-6,61.75,227.3e6,4.115e6,230.1e6,1.745e-3,49.55,2,2,2,2,2,2,2,1,2,2,2,2,222.1e6
11.09e3,nom,10,44,20,100,1e3,44,20,100,1e3,pass,4.867e-9,6.146e-9,18.4e-6,61.31,215.2e6,3.908e6,217.7e6,1.745e-3,49.55,2,2,2,2,2,2,2,1,2,2,2,2,208.5e6
11.09e3,nom,10,44,20,140,100,44,20,140,100,near,4.38e-9,6.625e-9,35.55e-6,85.66,438e6,8.596e6,444e6,2.332e-3,46.72,2,2,2,2,2,2,2,1,1,2,2,2,344e6
11.09e3,nom,10,44,20,140,200,44,20,140,200,pass,4.467e-9,6.407e-9,30.61e-6,77.81,386.6e6,7.063e6,388.7e6,2.334e-3,48.35,2,2,2,2,2,2,2,1,2,2,2,2,330.7e6
11.09e3,nom,10,44,20,140,300,44,20,140,300,pass,4.537e-9,6.307e-9,27.75e-6,74.47,352.3e6,6.221e6,356.9e6,2.334e-3,48.9,2,2,2,2,2,2,2,1,2,2,2,2,308.4e6
11.09e3,nom,10,44,20,140,400,44,20,140,400,pass,4.593e-9,6.252e-9,25.79e-6,71.06,317.5e6,5.697e6,317.8e6,2.334e-3,49.17,2,2,2,2,2,2,2,1,2,2,2,2,289.5e6
11.1e3,nom,10,44,20,140,500,44,20,140,500,pass,4.64e-9,6.218e-9,24.34e-6,69.98,295.3e6,5.233e6,298.4e6,2.334e-3,49.32,2,2,2,2,2,2,2,1,2,2,2,2,270.5e6
11.1e3,nom,10,44,20,140,600,44,20,140,600,pass,4.68e-9,6.196e-9,23.2e-6,69.14,276e6,4.861e6,279.5e6,2.334e-3,49.41,2,2,2,2,2,2,2,1,2,2,2,2,252.7e6
11.1e3,nom,10,44,20,140,700,44,20,140,700,pass,4.718e-9,6.179e-9,22.16e-6,68.39,259e6,4.57e6,260.6e6,2.334e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,238e6
11.1e3,nom,10,44,20,140,800,44,20,140,800,pass,4.749e-9,6.169e-9,21.39e-6,67.46,242.8e6,4.309e6,244.2e6,2.334e-3,49.5,2,2,2,2,2,2,2,1,2,2,2,2,225.6e6
11.1e3,nom,10,44,20,140,900,44,20,140,900,pass,4.776e-9,6.161e-9,20.74e-6,67.12,229.7e6,4.058e6,232.4e6,2.334e-3,49.53,2,2,2,2,2,2,2,1,2,2,2,2,213.8e6
11.1e3,nom,10,44,20,140,1e3,44,20,140,1e3,pass,4.801e-9,6.156e-9,20.17e-6,66.83,218e6,3.855e6,220.7e6,2.334e-3,49.54,2,2,2,2,2,2,2,1,2,2,2,2,204.6e6
11.1e3,nom,10,44,20,180,100,44,20,180,100,near,4.37e-9,6.762e-9,37.86e-6,90.69,450.8e6,8.916e6,457.1e6,2.922e-3,45.73,2,2,2,2,2,2,2,1,1,2,2,2,318.6e6
11.1e3,nom,10,44,20,180,200,44,20,180,200,pass,4.433e-9,6.477e-9,32.34e-6,82.07,393.3e6,7.175e6,394.3e6,2.923e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,320.2e6
11.1e3,nom,10,44,20,180,300,44,20,180,300,pass,4.492e-9,6.371e-9,29.65e-6,76.19,342.5e6,6.271e6,346.8e6,2.923e-3,48.59,2,2,2,2,2,2,2,1,2,2,2,2,299.7e6
11.1e3,nom,10,44,20,180,400,44,20,180,400,pass,4.55e-9,6.298e-9,27.43e-6,74.97,318.9e6,5.697e6,319.6e6,2.923e-3,48.94,2,2,2,2,2,2,2,1,2,2,2,2,278.3e6
11.1e3,nom,10,44,20,180,500,44,20,180,500,pass,4.592e-9,6.259e-9,26.03e-6,72.91,293.2e6,5.227e6,296.5e6,2.923e-3,49.15,2,2,2,2,2,2,2,1,2,2,2,2,264.1e6
11.11e3,nom,10,44,20,180,600,44,20,180,600,pass,4.634e-9,6.227e-9,24.72e-6,72.37,275.1e6,4.844e6,278.6e6,2.923e-3,49.27,2,2,2,2,2,2,2,1,2,2,2,2,246.4e6
11.11e3,nom,10,44,20,180,700,44,20,180,700,pass,4.666e-9,6.208e-9,23.82e-6,71.33,257.2e6,4.548e6,258.6e6,2.923e-3,49.37,2,2,2,2,2,2,2,1,2,2,2,2,235e6
11.11e3,nom,10,44,20,180,800,44,20,180,800,pass,4.699e-9,6.191e-9,22.92e-6,71.04,243e6,4.269e6,244.4e6,2.923e-3,49.42,2,2,2,2,2,2,2,1,2,2,2,2,215.4e6
11.11e3,nom,10,44,20,180,900,44,20,180,900,pass,4.728e-9,6.179e-9,22.15e-6,70.78,230.2e6,4.013e6,232.9e6,2.923e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,207.8e6
11.11e3,nom,10,44,20,180,1e3,44,20,180,1e3,pass,4.751e-9,6.172e-9,21.6e-6,70.26,218.1e6,3.821e6,220.8e6,2.923e-3,49.5,2,2,2,2,2,2,2,1,2,2,2,2,198.4e6
11.11e3,nom,10,44,20,220,100,44,20,220,100,near,4.403e-9,6.92e-9,39.67e-6,94.6,476e6,9.218e6,480.3e6,3.512e-3,44.64,2,2,2,2,2,2,2,1,1,2,2,2,290.8e6
11.11e3,nom,10,44,20,220,200,44,20,220,200,near,4.407e-9,6.54e-9,33.77e-6,80.38,366.2e6,7.333e6,370.6e6,3.511e-3,47.42,2,2,2,2,2,2,2,1,1,2,2,2,314.5e6
11.11e3,nom,10,44,20,220,300,44,20,220,300,pass,4.462e-9,6.427e-9,31.12e-6,79,341.7e6,6.303e6,345.9e6,3.512e-3,48.28,2,2,2,2,2,2,2,1,2,2,2,2,292.2e6
11.11e3,nom,10,44,20,220,400,44,20,220,400,pass,4.516e-9,6.343e-9,28.83e-6,76,312.6e6,5.732e6,313.3e6,3.512e-3,48.7,2,2,2,2,2,2,2,1,2,2,2,2,273.7e6
11.12e3,nom,10,44,20,220,500,44,20,220,500,pass,4.556e-9,6.298e-9,27.42e-6,75.73,292.7e6,5.211e6,296e6,3.512e-3,48.97,2,2,2,2,2,2,2,1,2,2,2,2,256.9e6
11.12e3,nom,10,44,20,220,600,44,20,220,600,pass,4.597e-9,6.259e-9,26.04e-6,74.28,272.5e6,4.841e6,275.9e6,3.512e-3,49.12,2,2,2,2,2,2,2,1,2,2,2,2,241.2e6
11.12e3,nom,10,44,20,220,700,44,20,220,700,pass,4.628e-9,6.236e-9,25.12e-6,74.17,256.8e6,4.516e6,258.1e6,3.513e-3,49.25,2,2,2,2,2,2,2,1,2,2,2,2,229.3e6
11.12e3,nom,10,44,20,220,800,44,20,220,800,pass,4.66e-9,6.215e-9,24.16e-6,73.33,241.7e6,4.248e6,243.4e6,3.512e-3,49.32,2,2,2,2,2,2,2,1,2,2,2,2,215.8e6
11.12e3,nom,10,44,20,220,900,44,20,220,900,pass,4.685e-9,6.202e-9,23.5e-6,73.29,229.2e6,3.978e6,232e6,3.513e-3,49.39,2,2,2,2,2,2,2,1,2,2,2,2,202.7e6
11.12e3,nom,10,44,20,220,1e3,44,20,220,1e3,pass,4.711e-9,6.189e-9,22.78e-6,72.74,217.4e6,3.794e6,220.1e6,3.513e-3,49.43,2,2,2,2,2,2,2,1,2,2,2,2,194e6
11.12e3,nom,10,44,20,260,100,44,20,260,100,near,4.975e-9,8.554e-9,46.3e-6,100.8,371.2e6,8.913e6,375.5e6,4.103e-3,42.18,2,2,2,2,2,2,2,1,1,2,2,2,272.9e6
11.12e3,nom,10,44,20,260,200,44,20,260,200,near,4.383e-9,6.624e-9,35.49e-6,82.51,360.7e6,7.414e6,365.4e6,4.1e-3,46.94,2,2,2,2,2,2,2,1,1,2,2,2,303.4e6
11.12e3,nom,10,44,20,260,300,44,20,260,300,pass,4.439e-9,6.476e-9,32.32e-6,81.27,340.8e6,6.35e6,345e6,4.101e-3,47.96,2,2,2,2,2,2,2,1,2,2,2,2,285.4e6
11.12e3,nom,10,44,20,260,400,44,20,260,400,pass,4.488e-9,6.389e-9,30.11e-6,78.08,310.7e6,5.739e6,311.7e6,4.101e-3,48.47,2,2,2,2,2,2,2,1,2,2,2,2,267.1e6
11.12e3,nom,10,44,20,260,500,44,20,260,500,pass,4.53e-9,6.33e-9,28.44e-6,76.38,288.4e6,5.245e6,291.9e6,4.101e-3,48.77,2,2,2,2,2,2,2,1,2,2,2,2,252.8e6
11.13e3,nom,10,44,20,260,600,44,20,260,600,pass,4.569e-9,6.289e-9,27.12e-6,76.39,271.3e6,4.827e6,274.6e6,4.102e-3,48.97,2,2,2,2,2,2,2,1,2,2,2,2,236.4e6
11.13e3,nom,10,44,20,260,700,44,20,260,700,pass,4.595e-9,6.266e-9,26.28e-6,75.52,254.3e6,4.513e6,255.1e6,4.102e-3,49.12,2,2,2,2,2,2,2,1,2,2,2,2,222.9e6
11.13e3,nom,10,44,20,260,800,44,20,260,800,pass,4.626e-9,6.242e-9,25.34e-6,75.53,240.7e6,4.215e6,242.4e6,4.102e-3,49.22,2,2,2,2,2,2,2,1,2,2,2,2,212.2e6
11.13e3,nom,10,44,20,260,900,44,20,260,900,pass,4.653e-9,6.223e-9,24.53e-6,74.91,227.7e6,3.966e6,230.5e6,4.102e-3,49.3,2,2,2,2,2,2,2,1,2,2,2,2,198.8e6
11.13e3,nom,10,44,20,260,1e3,44,20,260,1e3,pass,4.678e-9,6.209e-9,23.82e-6,74.46,216.2e6,3.777e6,218.9e6,4.102e-3,49.35,2,2,2,2,2,2,2,1,2,2,2,2,191.1e6
11.13e3,nom,10,44,14,20,100,44,14,20,100,near,5.49e-9,6.851e-9,24.11e-6,59.48,341.6e6,5.428e6,345e6,487.3e-6,49.95,3,3,2,2,2,2,2,1,2,2,2,2,271.1e6
11.13e3,nom,10,44,14,20,200,44,14,20,200,near,5.674e-9,6.844e-9,19.91e-6,50.26,275e6,4.922e6,278.2e6,487.5e-6,50.05,3,3,2,2,2,2,2,1,2,2,2,2,259.8e6
11.13e3,nom,10,44,14,20,300,44,14,20,300,near,5.781e-9,6.863e-9,17.77e-6,45.37,238e6,4.572e6,240e6,487.5e-6,50,3,3,2,2,2,2,2,1,2,2,2,2,243.7e6
11.13e3,nom,10,44,14,20,400,44,14,20,400,near,5.855e-9,6.883e-9,16.4e-6,42.38,212e6,4.261e6,214.2e6,487.6e-6,49.93,3,3,2,2,2,2,2,1,2,2,2,2,218e6
11.14e3,nom,10,44,14,20,500,44,14,20,500,fail,5.911e-9,6.9e-9,15.4e-6,40.33,192e6,3.977e6,193.3e6,487.7e-6,49.85,3,3,2,2,2,2,2,1,2,2,2,2,201.5e6
11.14e3,nom,10,44,14,20,600,44,14,20,600,fail,5.956e-9,6.915e-9,14.64e-6,38.86,176e6,3.764e6,178.3e6,487.7e-6,49.78,3,3,2,2,2,2,2,1,2,2,2,2,195.9e6
11.14e3,nom,10,44,14,20,700,44,14,20,700,fail,5.993e-9,6.927e-9,14.04e-6,37.76,162.7e6,3.566e6,163.7e6,487.7e-6,49.71,3,3,2,2,2,2,2,1,2,2,2,2,184.1e6
11.14e3,nom,10,44,14,20,800,44,14,20,800,fail,6.025e-9,6.939e-9,13.54e-6,36.9,151.5e6,3.38e6,152.7e6,487.8e-6,49.65,3,3,2,2,2,2,2,1,2,2,2,2,166e6
11.14e3,nom,10,44,14,20,900,44,14,20,900,fail,6.054e-9,6.948e-9,13.11e-6,36.23,142e6,3.205e6,143.8e6,487.8e-6,49.59,3,3,2,2,2,2,2,1,2,2,2,2,160.5e6
11.14e3,nom,10,44,14,20,1e3,44,14,20,1e3,fail,6.079e-9,6.957e-9,12.75e-6,35.68,133.6e6,3.063e6,135.1e6,487.8e-6,49.54,3,3,2,2,2,2,2,1,2,2,2,2,155e6
11.14e3,nom,10,44,14,60,100,44,14,60,100,near,5.227e-9,7.034e-9,32.56e-6,78.68,333e6,5.753e6,336.3e6,1.075e-3,49.03,3,3,2,2,2,2,2,1,2,2,2,2,263.5e6
11.14e3,nom,10,44,14,60,200,44,14,60,200,near,5.392e-9,6.888e-9,26.99e-6,71.5,297.5e6,4.984e6,300.3e6,1.075e-3,49.73,3,3,2,2,2,2,2,1,2,2,2,2,245.4e6
11.14e3,nom,10,44,14,60,300,44,14,60,300,near,5.501e-9,6.85e-9,24.1e-6,67.55,268.9e6,4.545e6,271.9e6,1.075e-3,49.94,3,3,2,2,2,2,2,1,2,2,2,2,227.5e6
